Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
True,"Accepting 81 now is optimal for me because it gives me 81 points immediately, which is far better than what I could credibly expect after discounting in later stages.",,-1,9,81
True,"Accepting 81 points now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would sharply reduce my payoff due to discounting.",,-1,10,81
True,"Accepting 81 points now is optimal because it gives me a very high immediate payoff, and waiting would heavily discount my payoff in later stages.",,-1,11,81
True,"Accepting 81 now is optimal because it gives me 81 points immediately, which is far better than what I could secure through rejection and later discounted bargaining.",,-1,12,81
True,"Accepting 81 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and the risk of ending with less or even 0.",,-1,13,81
True,"Accepting 81 now is optimal for me because it gives me a very high immediate payoff, and waiting is risky due to my strong discounting in later stages.",,-1,14,81
True,"Accepting 81 points now is optimal for me because it gives me a very high immediate payoff, and any delay would sharply reduce my payoff due to discounting.",,-1,15,81
True,"Accepting 81 now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would sharply reduce my payoff due to discounting and the risk of ending with much less or even zero.",,-1,16,81
True,"Accepting 81 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would reduce my payoff due to discounting and the risk of no agreement.",,-1,17,81
True,"Accepting 81 points now is optimal for me. If I reject, my best achievable payoff later is lower because my discount factor drops sharply in later stages.",,-1,18,81
True,"Accepting 81 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff as P2.",,-1,19,81
True,"Accepting is optimal because 81 points to me in Stage 1 gives me a payoff of 81, which is far higher than what I can secure by rejecting and bargaining in later stages under my heavy discounting.",,-1,20,81
True,"Accepting 82 points now is far better for me than rejecting and bargaining in later stages, since my payoff would be discounted heavily in Stage 2 and Stage 3.",,-1,1,82
True,"Accepting is optimal because getting 82 points now gives me a stage-1 payoff of 82, which is far higher than what I could credibly secure in later stages after discounting.",,-1,2,82
True,"Accepting is optimal because 82 points to me in Stage 1 gives me a payoff of 82 immediately, which is far better than what I could guarantee after discounting in later stages.",,-1,3,82
True,"Accepting 82 points now is optimal for me because it gives me a very high immediate payoff, and waiting to Stage 2 or 3 would subject my payoff to heavy discounting.",,-1,4,82
True,"Accepting is optimal because 82 points for me in Stage 1 gives me a payoff of 82, which is far higher than what I can guarantee by rejecting and bargaining in later discounted stages.",,-1,5,82
True,"Accepting is optimal because 82 points to me in Stage 1 gives me a payoff of 82, which is far higher than what I can guarantee myself by rejecting and waiting for Stage 2 or Stage 3 under discounting.",,-1,6,82
True,"Accepting is optimal because 82 points to me in Stage 1 gives me a payoff of 82 immediately, which is far higher than what I could guarantee by rejecting and bargaining in later discounted stages.",,-1,7,82
True,"Accepting is optimal because receiving 82 now gives me a payoff of 82, which is far higher than my best possible discounted payoff from rejecting and bargaining in later stages.",,-1,8,82
True,"Accepting is optimal because 82 points for me in Stage 1 gives me a payoff of 82 immediately, which is far higher than what I can secure later after discounting. If I reject, even getting all 100 points in Stage 2 would be worth only 40 to me, and in Stage 3 at most 16. So accepting dominates rejecting.",,-1,9,82
True,"Accepting 82 now is optimal for me because it gives me 82 points immediately, which is far higher than what I could secure by rejecting and bargaining in later discounted stages.",,-1,10,82
True,"Accepting 82 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff.",,-1,11,82
True,I accept because 82 points for me in Stage 1 is extremely favorable and better than what I can reliably secure by rejecting and waiting for later discounted stages.,,-1,12,82
True,"Accepting 82 now gives me 82 points immediately, which is far better than what I can credibly secure by rejecting and bargaining later under my heavier discounting. Delaying would sharply reduce my payoff, so accepting maximizes my payoff.",,-1,13,82
True,"Accepting 82 points now is optimal for me. If I reject, my best possible payoff in Stage 2 would be discounted by 0.4, so even getting all 100 points then would yield only 40, which is far less than 82 now.",,-1,14,82
True,"Accepting 82 now is optimal because it gives me a very high immediate payoff, and any agreement reached in later stages would be heavily discounted for me.",,-1,15,82
True,"I accept because receiving 82 points now at Stage 1 gives me a very high payoff, and rejecting would move me to later stages where my discount factor is much lower, making it unlikely I could do better.",,-1,16,82
True,"Accepting is optimal because 82 points to me in Stage 1 gives me a payoff of 82 immediately, which is far better than what I can guarantee through later discounted stages.",,-1,17,82
True,"Accepting 82 now gives me a very high immediate payoff, which is better than risking a lower discounted payoff in later stages.",,-1,18,82
True,"Accepting 82 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would discount my payoff substantially.",,-1,19,82
True,"I accept because receiving 82 points now gives me a very high immediate payoff, which is much better than risking delay and discounting in later stages.",,-1,20,82
True,"Accepting is optimal because receiving 83 points now gives me a stage-1 payoff of 83, which is far higher than what I could guarantee myself by rejecting and bargaining in later discounted stages.",,-1,1,83
True,"Accepting 83 points now is optimal for me: at Stage 1 my payoff would be 83, which is far higher than what I could credibly expect after discounting in later stages.",,-1,2,83
True,"Accepting 83 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and bargaining risk.",,-1,3,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff.",,-1,4,83
True,"Accepting 83 now is optimal because it gives me 83 points immediately, which is far better than what I could guarantee by rejecting and facing discounted payoffs in later stages.",,-1,5,83
True,"Accepting 83 points now is optimal for me. If I reject, my best possible payoff in Stage 2 would be discounted by 0.4, so even getting all 100 points then would yield only 40, which is far less than 83 now.",,-1,6,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and waiting is risky due to my steep discounting in later stages.",,-1,7,83
True,"Accepting 83 now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would sharply reduce my payoff due to discounting.",,-1,8,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and waiting is worse due to my strong discounting in later stages.",,-1,9,83
True,"Accepting 83 points now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would sharply reduce my discounted payoff.",,-1,10,83
True,"Accepting 83 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my discounted payoff despite my chance to make a counteroffer.",,-1,11,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and waiting would heavily discount my payoff in later stages.",,-1,12,83
True,"Accepting is optimal because 83 points for me in Stage 1 gives me a payoff of 83, which is far better than what I can guarantee later after discounting.",,-1,13,83
True,"Accepting 83 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily reduce my payoff due to discounting.",,-1,14,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and rejecting would move to later stages where my discount factor is much lower, making it unlikely I could do better.",,-1,15,83
True,"Accepting 83 points now is optimal for me: I receive 83 immediately in Stage 1, which is far higher than what I could credibly guarantee myself by rejecting and moving to discounted later stages.",,-1,16,83
True,"Accepting 83 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,17,83
True,"Accepting 83 points now is optimal for me because it gives me a very high immediate payoff, and waiting reduces my payoff sharply due to discounting in later stages.",,-1,18,83
True,"Accepting 83 now is optimal because it gives me a very high immediate payoff, and delaying would heavily discount my payoff in later stages.",,-1,19,83
True,"Accepting is optimal because 83 points for me in Stage 1 gives me a payoff of 83 immediately, which is far better than what I could guarantee by rejecting and bargaining in later discounted stages.",,-1,20,83
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would sharply reduce my payoff due to discounting.",,-1,1,84
True,"Accepting 84 points now is optimal because it gives me a very high immediate payoff, and waiting is risky and heavily discounted for me in later stages.",,-1,2,84
True,"Accepting 84 points now is optimal for me because at Stage 1 I receive the full 84 with no discount, which is far better than any likely discounted payoff from later stages.",,-1,3,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and bargaining risk.",,-1,4,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and waiting for later stages would sharply reduce my payoff due to discounting and the risk of ending with less or even zero.",,-1,5,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff.",,-1,6,84
True,"Accepting 84 now gives me a very high immediate payoff, which is better than risking delay and discounting in later stages.",,-1,7,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and the risk of ending with less or even zero.",,-1,8,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and due to discounting my payoff would fall sharply in later stages. Rejecting would risk getting much less after discounting or even ending with 0.",,-1,9,84
True,"Accepting 84 points now is optimal because it gives me a very high immediate payoff, and delaying is costly for me due to strong discounting in later stages.",,-1,10,84
True,"Accepting 84 points for me at Stage 1 is optimal because it gives me an immediate payoff of 84, which is far higher than what I could guarantee by rejecting and bargaining later under my discount factor.",,-1,11,84
True,"Accepting 84 points now is optimal for me. If I reject, my Stage 2 payoff is discounted by 0.4, so even getting all 100 points next stage would only yield 40, which is far less than 84 now.",,-1,12,84
True,"Accepting 84 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to my discount factor.",,-1,13,84
True,"Accepting 84 points now is far better for me than rejecting and bargaining later, because my payoff is not discounted in Stage 1 and any later agreement would be heavily discounted for P2.",,-1,14,84
True,"Accepting is optimal because receiving 84 points now gives me a payoff of 84, which is far better than what I could guarantee myself by rejecting and bargaining later under my heavier discounting.",,-1,15,84
True,"Accepting 84 points now is optimal because it gives me a very high immediate payoff, and waiting would heavily reduce my payoff due to discounting.",,-1,16,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my discounted payoff.",,-1,17,84
True,"Accepting 84 points now is optimal for me because it gives me 84 immediately, which is far higher than what I could credibly secure in later discounted stages.",,-1,18,84
True,"Accepting 84 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,19,84
True,"Accepting 84 points now is optimal because I receive 84 immediately at Stage 1, which is far better than what I could guarantee after discounting in later stages.",,-1,20,84
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily reduce my payoff due to discounting.",,-1,1,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,2,85
True,"Accepting 85 now is optimal because it gives me 85 points immediately, which is far higher than what I could guarantee by rejecting and bargaining in later discounted stages.",,-1,3,85
True,"Accepting 85 points now is optimal because it gives me a very high immediate payoff, and delaying would sharply reduce my payoff due to my discount factor in later stages.",,-1,4,85
True,"Accepting 85 now is optimal for me. At Stage 1 my discount factor is 1, so I get 85 points immediately, which is far better than what I could guarantee by rejecting and bargaining later under heavier discounting for me.",,-1,5,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to my discount factor.",,-1,6,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and waiting would heavily discount my future payoff as P2.",,-1,7,85
True,"Accepting 85 points now is optimal for me. At Stage 1 my payoff equals the full 85, which is far higher than what I can credibly guarantee myself by rejecting and moving to later discounted stages.",,-1,8,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain further would sharply reduce my discounted payoff in later stages.",,-1,9,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and waiting for later stages would sharply reduce my payoff due to discounting.",,-1,10,85
True,"Accepting 85 points now is optimal for me because at Stage 1 my discount factor is highest, and 85 is far more than I could credibly expect from delaying to later stages.",,-1,11,85
True,"Accepting 85 points now is optimal for me. At Stage 1 my discount factor is 1, so I get the full 85. If I reject, any Stage 2 or Stage 3 agreement would be discounted heavily for me, so it would be impossible to do better than 85.",,-1,12,85
True,"Accepting 85 points now is optimal for me because Stage 1 has no discount for P2, so I secure a payoff of 85 immediately. If I reject, any agreement in Stage 2 or 3 would be heavily discounted for me, making it impossible to do better than 85.",,-1,13,85
True,"Accepting 85 now maximizes my payoff because at Stage 1 I receive the full 85 with no discount, which is far better than what I could guarantee myself in later discounted stages.",,-1,14,85
True,"Accepting 85 points now is optimal because at Stage 1 my discount factor is 1, so I get the full 85. Rejecting would move to later stages where my discount factor falls sharply, making it impossible to guarantee a better payoff.",,-1,15,85
True,"Accepting 85 now is optimal for me because it gives me a very high immediate payoff, and waiting is risky and heavily discounted for P2 in later stages.",,-1,16,85
True,"Accepting 85 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to my discount factor.",,-1,17,85
True,"Accepting 85 now is optimal because it gives me 85 points immediately, which is far higher than what I can credibly secure in later stages after discounting.",,-1,18,85
True,"Accepting 85 points now is optimal because it gives me a very high immediate payoff, and waiting is risky and heavily discounted for me in later stages.",,-1,19,85
True,"Accepting 85 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,20,85
True,"Accepting 86 now is optimal because it gives me 86 points immediately, which is far higher than what I could credibly secure after discounting in later stages.",,-1,1,86
True,"Accepting 86 points in Stage 1 is optimal for me because it gives me a very high immediate payoff with no discounting, and waiting to bargain further would sharply reduce my payoff due to my lower discount factor in later stages.",,-1,2,86
True,"Accepting is optimal because 86 points to me in Stage 1 gives me a payoff of 86 immediately, which is far higher than what I could credibly secure after discounting in later stages.",,-1,3,86
True,"Accepting 86 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and bargaining risk.",,-1,4,86
True,"Accepting is optimal because 86 points to me in Stage 1 gives me a payoff of 86 immediately, which is far higher than what I could reliably get after discounting in later stages.",,-1,5,86
True,"Accepting 86 points at Stage 1 is optimal for me because it gives me a very high immediate payoff with no discounting, which is far better than the delayed and discounted outcomes I could expect by rejecting.",,-1,6,86
True,"Accepting 86 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and the risk of ending with less or even 0.",,-1,7,86
True,"Accepting is optimal because 86 points to me in Stage 1 gives me a payoff of 86, which is far higher than what I could reliably secure after discounting in later stages.",,-1,8,86
True,"Accepting 86 points now is optimal for me because at Stage 1 my discount factor is 1, so I receive the full 86. If I reject, my best possible Stage 2 payoff would be heavily discounted by my 0.4 factor, and even getting all 100 points then would only yield 40, which is far less than 86 now.",,-1,9,86
True,"Accepting 86 points now is optimal for me because Stage 1 has no discount for P2, so I secure 86 immediately. Rejecting would move to later stages where my discount factor drops sharply, making it impossible to do better than this guaranteed payoff.",,-1,10,86
True,"Accepting 86 points now is optimal for me because it gives me a very high immediate payoff, and waiting would sharply reduce my payoff due to my discount factor in later stages.",,-1,11,86
True,"Accepting 86 points now is optimal for me because at Stage 1 my discount factor is highest, and 86 is far better than what I could expect from delaying to later stages.",,-1,12,86
True,"Accepting is optimal because 86 points for me in Stage 1 gives me a payoff of 86 immediately, which is far better than what I can guarantee after discounting in later stages.",,-1,13,86
True,"Accepting is optimal because 86 points for me in Stage 1 gives me a payoff of 86, which is far higher than what I can credibly secure by rejecting and bargaining in later discounted stages.",,-1,14,86
True,"Accepting 86 points now is optimal for me because at Stage 1 there is no discounting, so I secure a very high payoff immediately. Rejecting would move the game to later stages where my discount factor falls sharply, making it impossible to improve on this outcome.",,-1,15,86
True,"Accepting 86 points now is optimal for me because at Stage 1 my discount factor is highest, and 86 is far better than what I could expect from waiting for later stages.",,-1,16,86
True,"Accepting 86 points now is far better for me than any likely continuation value. At Stage 1 my discount factor is 1, so I secure 86 immediately, which dominates what I could credibly obtain in later stages after discounting.",,-1,17,86
True,"Accepting 86 now is optimal for me because at Stage 1 my payoff is 86, which is far higher than what I could credibly guarantee myself in later stages after discounting.",,-1,18,86
True,"Accepting 86 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would reduce my payoff due to discounting and risk no agreement.",,-1,19,86
True,"Accepting 86 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily reduce my payoff due to discounting.",,-1,20,86
True,"Accepting 87 points now is optimal for me because my stage-1 payoff would be 87, which is far higher than what I could credibly expect in later stages after discounting.",,-1,1,87
True,"Accepting 87 points now is optimal because it gives me a very high immediate payoff, and waiting would involve heavy discounting for me in later stages.",,-1,2,87
True,"Accepting 87 now is optimal because it gives me 87 immediately at Stage 1, which is far higher than what I could realistically secure after discounting in later stages.",,-1,3,87
True,"Accepting is optimal because 87 points to me in Stage 1 gives me a payoff of 87, which is far higher than what I could secure after discounting in later stages.",,-1,4,87
True,"Accepting is optimal because getting 87 points now gives me a stage-1 payoff of 87, which is far higher than what I could guarantee by rejecting and bargaining in later discounted stages.",,-1,5,87
True,"Accepting 87 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would discount my payoff substantially and cannot improve beyond 87.",,-1,6,87
True,"Accepting 87 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting and the risk of ending with much less or zero.",,-1,7,87
True,"Accepting because 87 points for me at Stage 1 is extremely favorable and gives me a payoff of 87 immediately, which is far higher than what I could guarantee by rejecting and bargaining later under discounting.",,-1,8,87
True,"Accepting is optimal because getting 87 points now gives me a stage-1 payoff of 87, which is far higher than what I could secure through later discounted stages.",,-1,9,87
True,"Accepting 87 now gives me 87 points immediately, which is far better than what I could guarantee by rejecting and facing discounting in later stages.",,-1,10,87
True,"Accepting is optimal because receiving 87 now gives me a stage-1 payoff of 87, which is far higher than what I could guarantee myself in later discounted stages.",,-1,11,87
True,"Accepting is optimal because 87 points for me now gives a stage-1 payoff of 87, which is far higher than what I could expect from delaying to later stages given my discounting.",,-1,12,87
True,"Accepting is optimal because getting 87 now gives me a stage-1 payoff of 87, which is far higher than what I could guarantee by rejecting and bargaining later under my discount factor.",,-1,13,87
True,"Accepting is optimal because receiving 87 now gives me a Stage 1 payoff of 87, which is far higher than what I could safely guarantee by rejecting and bargaining later under my heavier discounting.",,-1,14,87
True,"Accepting 87 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff and cannot improve on this outcome.",,-1,15,87
True,"Accepting is optimal because receiving 87 now gives me a stage-1 payoff of 87, which is far higher than what I could credibly expect after discounting in later stages.",,-1,16,87
True,"Accepting is optimal because receiving 87 now gives me a Stage 1 payoff of 87, which is far higher than what I can credibly guarantee by rejecting and bargaining in later discounted stages.",,-1,17,87
True,"Accepting 87 points now is optimal because it gives me a very high immediate payoff. If I reject, my future payoffs are discounted heavily, so even with a favorable later agreement I would earn much less than 87.",,-1,18,87
True,"Accepting is optimal because receiving 87 now gives me a stage-1 payoff of 87, which is far higher than what I could guarantee by rejecting and bargaining later under my heavier discounting.",,-1,19,87
True,"Accepting is optimal because receiving 87 now gives me 87 points immediately, which is far higher than what I could credibly guarantee myself by rejecting and moving to later discounted stages.",,-1,20,87
True,"Accepting 88 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff.",,-1,1,88
True,"Accepting 88 points now is optimal because it gives me a very high immediate payoff at Stage 1, and delaying would sharply reduce my payoff due to my discount factor.",,-1,2,88
True,"Accepting 88 now maximizes my payoff. If I reject, my best possible payoff in Stage 2 is discounted by 0.4, so even getting all 100 points there would give me only 40, which is far less than 88 now.",,-1,3,88
True,Accepting because 88 points to me at Stage 1 is extremely favorable and exceeds what I could guarantee by rejecting and waiting for later discounted stages.,,-1,4,88
True,"Accepting 88 now is optimal because it gives me 88 points immediately at Stage 1, which is far higher than what I could secure after discounting in later stages.",,-1,5,88
True,"Accepting 88 points now is optimal because it gives me a very high immediate payoff, and delaying would sharply reduce my payoff due to my discount factor in later stages.",,-1,6,88
True,"Accepting gives me 88 points immediately in Stage 1, which is far better than any delayed outcome I could guarantee by rejecting given my discounting.",,-1,7,88
True,"Accepting 88 points in Stage 1 maximizes my payoff because there is no discount yet, and 88 is far higher than what I could credibly expect by rejecting and bargaining in later stages.",,-1,8,88
True,"Accepting 88 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would heavily reduce my payoff due to discounting and bargaining risk.",,-1,9,88
True,"Accepting 88 points in Stage 1 is optimal for me because it gives me a very high immediate payoff with no discounting, which is far better than the expected value from rejecting and bargaining in later stages.",,-1,10,88
True,"Accepting 88 now maximizes my payoff. As P2 in Stage 1, I receive 88 with no discount, which is far better than what I could guarantee by rejecting and moving to later discounted stages.",,-1,11,88
True,"Accepting 88 now maximizes my payoff. If I reject, my best possible payoff in Stage 2 is heavily discounted by my factor 0.4, so even getting all 100 points there would only yield 40, which is far below 88 at Stage 1.",,-1,12,88
True,"Accepting 88 now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,13,88
True,"Accepting 88 now maximizes my payoff. As P2 in Stage 1, I get 88 with no discount. If I reject, my best possible continuation payoff is lower because in Stage 2 my payoff is discounted by 0.4, and in Stage 3 by 0.16.",,-1,14,88
True,"Accepting 88 points now is optimal because it gives me a very high immediate payoff at Stage 1 with no discounting, which is better than risking a later round where my payoff would be heavily discounted.",,-1,15,88
True,"Accepting 88 points now is optimal because it gives me a very high immediate payoff, and delaying would heavily discount my payoff in later stages.",,-1,16,88
True,"Accepting 88 points now maximizes my payoff. If I reject, my stage-2 payoff is discounted to 0.4 times whatever I receive, so even getting all 100 points later would be worth only 40, which is far less than 88 now.",,-1,17,88
True,"Accepting 88 points at Stage 1 is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would heavily discount my payoff.",,-1,18,88
True,"Accepting 88 points now is optimal for me because at Stage 1 my discount factor is 1, so I receive the full 88. Rejecting would move us to later stages where my discount factor falls sharply, making it hard to do better in payoff terms.",,-1,19,88
True,"Accepting 88 now gives me 88 points immediately, which is far better than any payoff I could guarantee by rejecting and moving to later discounted stages.",,-1,20,88
True,"Accepting 89 now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain in later stages would heavily reduce my payoff due to discounting.",,-1,1,89
True,Accepting because 89 points to me in Stage 1 is extremely favorable and dominates any realistic continuation payoff from rejecting.,,-1,2,89
True,"Accepting is optimal because 89 points to me in Stage 1 gives me a payoff of 89, which is far higher than what I could credibly guarantee myself in later stages after discounting. Rejecting would only reduce my discounted payoff prospects.",,-1,3,89
True,"Accepting 89 points now is optimal because it gives me a very high immediate payoff, and any delay would sharply reduce my payoff due to discounting. Rejecting to bargain further would not improve on this outcome.",,-1,4,89
True,"Accepting is optimal because 89 points to me in Stage 1 gives me a payoff of 89, which is far higher than what I could secure after discounting in later stages.",,-1,5,89
True,Accepting because 89 points to me at Stage 1 is extremely favorable and dominates any realistic continuation payoff from rejecting.,,-1,6,89
True,"Accepting 89 points now is far better for me than any realistic continuation payoff. If I reject, my Stage 2 payoff is discounted to 0.4 times whatever I secure later, so even getting all 100 points in Stage 2 would yield only 40, and Stage 3 is even worse. So accepting maximizes my payoff.",,-1,7,89
True,"Accepting 89 points now is optimal because it gives me a very high immediate payoff, which is far better than what I could expect after discounting in later stages.",,-1,8,89
True,"Accepting 89 points at Stage 1 is optimal for me because it gives me a very high immediate payoff with no discounting, and I cannot do better in later stages once discounting and bargaining risk are considered.",,-1,9,89
True,Accepting because 89 points for me in Stage 1 is extremely favorable and dominates what I could realistically secure by rejecting and moving to later discounted stages.,,-1,10,89
True,"Accepting 89 points now is far better for me than rejecting. If I reject, my Stage 2 payoff is discounted to 0.4, so even getting all 100 points later would only give me 40, and Stage 3 is even worse. So accepting maximizes my payoff.",,-1,11,89
True,"Accepting is optimal because 89 points for me in Stage 1 gives me a payoff of 89, which is far higher than what I could secure by rejecting and bargaining in later stages under my discount factor.",,-1,12,89
True,"Accepting 89 points now is optimal because it gives me a very high immediate payoff, far better than what I can reliably secure in later discounted stages.",,-1,13,89
True,"Accepting 89 points now is optimal for me because at Stage 1 my discount factor is highest, and 89 is far more than I could credibly secure in later stages after discounting.",,-1,14,89
True,"Accepting is optimal because 89 points for me in Stage 1 gives me a payoff of 89, which is far higher than what I could credibly guarantee by rejecting and moving to later discounted stages.",,-1,15,89
True,"Accepting 89 now is optimal because it gives me 89 points immediately at Stage 1, which is far better than what I could guarantee myself after discounting in later stages.",,-1,16,89
True,"Accepting 89 now is optimal for me: at Stage 1 my discount factor is highest, and 89 is far better than what I could guarantee myself by rejecting and bargaining later.",,-1,17,89
True,"Accepting 89 now is optimal because it gives me a very high immediate payoff, far better than what I can reliably secure in later discounted stages.",,-1,18,89
True,"Accepting is optimal because 89 points for me in Stage 1 gives me a payoff of 89, which is far higher than what I could credibly secure after discounting in later stages.",,-1,19,89
True,"Accepting 89 points now is optimal for me. At Stage 1 my discount factor is 1, so I get 89 for sure. If I reject, my best possible Stage 2 payoff is capped by my discount factor of 0.4, so even getting all 100 points then would only be worth 40 to me, which is far worse than 89 now.",,-1,20,89
True,"Accepting 90 points now is optimal for me: at Stage 1 my discount factor is 1, so I get 90 for sure, which is far better than what I could expect by rejecting and moving to later discounted stages.",,-1,1,90
True,"I accept because receiving 90 points now at Stage 1 gives me a payoff of 90, which is far better than what I could guarantee by rejecting and bargaining later under my heavy discounting.",,-1,2,90
True,"Accepting 90 points now is optimal for me because it gives me a very high immediate payoff, and waiting to bargain further would only reduce my payoff due to discounting and risk.",,-1,3,90
True,"Accepting 90 points now is optimal for me. If I reject, my Stage 2 payoff is discounted by 0.4, so even getting all 100 points later would yield only 40, which is far below 90 now.",,-1,4,90
True,"Accepting is optimal because receiving 90 now gives me a payoff of 90, which is far higher than what I could guarantee by rejecting and bargaining in later discounted stages.",,-1,5,90
True,"Accepting is optimal because getting 90 points now gives me a stage-1 payoff of 90, which is far higher than what I could expect after discounting in later stages.",,-1,6,90
True,"Accepting 90 points now is optimal for me. At Stage 1 my discount factor is highest, and 90 is far more than I could credibly secure later given discounting and the risk of ending with much less or zero.",,-1,7,90
True,"Accepting is optimal because 90 points to me in Stage 1 gives me a payoff of 90, which is far higher than what I could credibly secure after discounting in later stages.",,-1,8,90
True,"Accepting is optimal because 90 points for me in Stage 1 gives me a payoff of 90 immediately, which is far better than any payoff I could guarantee after delaying to later stages with discounting.",,-1,9,90
True,"Accepting because 90 points to me in Stage 1 gives me a payoff of 90, which is higher than anything I can guarantee by rejecting and waiting for later discounted stages.",,-1,10,90
True,"Accepting is optimal because the offer gives me 90 points immediately in Stage 1, which is far better than any payoff I could secure by rejecting and moving to later discounted stages.",,-1,11,90
True,"Accepting 90 points now is optimal for me. At Stage 1 my discount factor is 1, so I get the full 90. Rejecting would move us to later stages where my discount factor falls sharply, making it impossible to do better in payoff terms.",,-1,12,90
True,"Accepting 90 points now is optimal for me because at Stage 1 my discount factor is 1, so I get the full 90. Rejecting would move to Stage 2 where my discount factor drops to 0.4, making it impossible to achieve a higher payoff than 90.",,-1,13,90
True,"Accepting is optimal because receiving 90 points now gives me a stage-1 payoff of 90, which is far higher than anything I can guarantee by rejecting and waiting for later discounted stages.",,-1,14,90
True,"Accepting 90 points now is optimal for me because at Stage 1 my discount factor is highest, and 90 is far better than what I could reliably obtain in later stages.",,-1,15,90
True,"Accepting is optimal because 90 points to me now gives me a stage-1 payoff of 90, which is far higher than what I could expect by rejecting and facing discounting in later stages.",,-1,16,90
True,"Accepting 90 points now is optimal because it gives me a very high immediate payoff, and delaying to later stages would reduce my payoff due to discounting and bargaining risk.",,-1,17,90
True,"Accepting 90 points now is optimal for me because it gives me a very high immediate payoff, and delaying to later stages would sharply reduce my payoff due to discounting.",,-1,18,90
True,"Accepting 90 points now is optimal for me: at Stage 1 my discount factor is 1, so I secure 90 immediately, which is far better than any payoff I could guarantee by rejecting and moving to later discounted stages.",,-1,19,90
